V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V15,V16,V17,V18,V19,V20,V22,V23,V24,V27,V28,V29,V30,V31,V35,V36,V37,target,label
0.443,0.334,0.905,0.682,-0.046,-1.771,0.267,-0.157,0.103,0.042,-0.405,-1.896,0.447,0.596,0.523,-0.093,-0.897,-0.123,0.52,-0.27,-0.063,-0.145,0.09,0.277,2.148,-0.003,0.101,0.1,0.364,-0.58,-1.574,0.764,train
0.489,0.402,0.469,0.582,0.154,-1.198,0.238,-0.203,0.22,0.042,0.39,-0.644,0.345,0.103,0.155,0.218,-0.897,-0.383,1.064,-0.462,0.101,-0.635,0.09,0.162,2.142,-0.349,0.297,0.473,-0.289,-0.119,0.304,0.752,train
0.39,0.383,0.626,0.498,0.182,-1.864,0.177,-0.22,-0.074,0.042,-0.183,-2.208,0.625,1.117,-0.107,-0.055,-0.897,-0.387,0.744,-0.629,0.133,-0.648,0.799,0.322,-0.456,-0.307,-0.446,0.217,-0.671,-0.004,-0.658,0.669,train
-0.288,-0.493,-0.067,0.476,-0.316,-0.989,0.152,-0.245,-0.813,0.042,0.774,-0.37,-0.246,-0.119,-0.103,0.062,-0.366,-0.399,0.805,-1.084,-0.063,-0.634,0.798,-0.101,0.343,-0.098,0.061,-0.271,-0.943,0.558,1.128,-0.144,train
0.543,0.474,0.506,0.572,0.224,-1.899,0.06,-0.284,0.428,0.042,-0.852,-2.31,0.636,0.936,-0.103,-0.246,-0.897,-0.397,0.76,-0.989,-0.063,-0.635,0.8,0.438,0.349,0.159,0.14,0.321,-0.943,-1.024,-0.509,0.9,train
0.315,0.035,0.193,0.495,0.152,-1.783,0.068,-0.284,-0.035,0.042,0.341,-2.209,0.539,1.208,0.363,0.025,-0.897,0.075,0.832,-1.191,-0.063,-0.639,0.799,0.22,0.345,0.534,0.499,0.079,-0.943,0.08,0.208,0.194,train
0.869,0.635,0.858,0.59,0.531,-1.778,0.173,-0.302,0.673,0.042,-0.146,-2.089,1.102,1.04,0.804,-0.078,-0.897,0.59,0.779,-0.821,-0.063,-0.788,0.358,0.409,0.346,0.664,0.378,0.52,-0.943,-0.171,-1.145,1.018,train
0.739,0.52,1.419,0.44,0.317,-1.945,0.303,-0.271,0.304,0.042,0.628,-2.412,0.927,1.057,0.78,0.307,-0.897,0.52,0.353,-0.741,-0.063,0.349,0.092,0.323,0.342,0.664,0.046,0.301,0.364,0.581,-1.702,0.787,train
0.693,0.483,0.643,0.451,0.041,-1.88,0.376,-0.227,0.602,0.042,0.289,-2.137,0.541,0.536,0.507,0.427,-0.897,0.528,0.504,-0.44,-0.063,0.351,0.549,0.311,0.345,0.048,0.695,0.496,0.364,0.385,0.012,0.732,train
0.873,0.717,0.955,0.162,0.379,-1.823,0.381,-0.173,0.887,0.042,-0.333,-2.24,0.757,1.55,0.234,0.378,-0.897,1.163,0.018,-0.207,-0.063,-0.495,0.796,0.482,0.342,0.071,-0.359,0.772,0.364,0.043,-1.048,0.816,train
0.757,0.487,1.743,0.473,0.182,-1.312,0.517,-0.173,0.491,0.042,-0.128,-1.021,0.694,1.238,0.272,0.446,-0.897,2.085,-0.004,0.123,0.133,0.353,0.8,0.427,0.344,0.316,-0.859,0.304,-0.943,-0.142,-1.691,0.843,train
-0.142,0.28,0.644,0.547,0.568,-0.664,0.56,-0.089,-0.461,0.042,1.202,0.24,0.416,1.063,0.331,0.45,-0.454,3.566,-0.473,0.006,-0.194,0.355,0.799,0.051,0.339,0.12,-0.934,0.34,-0.834,1.048,0.829,-0.543,train
-1.329,-1.934,-0.07,0.56,-0.348,-0.627,0.434,-0.082,-1.482,0.042,0.192,0.235,-0.808,0.448,0.36,-0.126,-0.366,1.715,0.069,-0.743,-0.259,0.36,-1.044,-0.449,0.139,0.471,-0.767,-1.459,0.364,-0.218,1.847,-1.538,train
-1.157,-1.841,-0.258,0.399,-0.235,-0.852,0.24,-0.076,-1.41,0.042,-1.801,-0.227,-0.477,0.271,1.118,-0.819,-0.897,2.436,0.115,-0.719,-0.259,0.358,-1.32,-0.198,-0.454,0.646,0.153,-1.728,0.364,-1.714,1.312,-0.86,train
0.458,0.099,0.119,0.488,0.535,-1.918,0.172,-0.261,0.53,0.042,-1.557,-2.542,1.009,0.836,1.251,-0.949,-0.985,0.534,0.385,-0.135,-0.259,0.36,-1.319,0.355,-0.453,1.02,0.379,-0.073,0.364,-2.255,-0.085,0.512,train
0.56,0.218,0.432,0.56,0.544,-1.455,0.23,-0.261,0.207,0.042,1.131,-1.164,0.98,0.15,1.263,-0.4,-0.808,0.524,0.075,0.067,-0.259,-1.626,-1.32,0.172,-0.455,1.02,0.53,0.293,-0.943,0.095,0.385,0.71,train
-0.286,-0.695,-0.127,0.459,0.157,-2.042,0.144,-0.282,-0.883,0.042,0.342,-2.69,0.085,0.637,0.84,-0.676,-0.145,0.52,0.054,-0.218,-0.096,-0.645,-1.32,0.04,-0.454,0.757,0.23,-0.834,-0.943,1.213,0.818,-0.308,train
0.189,-0.113,0.183,0.406,0.176,-1.916,0.107,-0.325,-0.111,0.042,-0.596,-2.38,0.575,0.945,0.84,-0.698,-0.897,0.54,0.019,-0.18,-0.063,-0.641,-1.155,0.177,-0.455,0.458,-0.291,-0.238,-0.943,-0.649,0.148,0.044,train
-0.229,-0.242,0.169,0.296,-0.03,-0.572,0.107,-0.368,-0.592,0.042,-0.385,0.353,0.373,1.08,0.204,-0.6,-1.096,0.527,-0.282,-0.156,-0.063,-0.64,0.092,-0.057,-0.452,0.09,-0.234,-0.385,-0.943,-0.442,0.639,-0.443,train
-1.472,-1.997,-0.342,0.311,-0.517,-0.68,0.046,-0.35,-1.944,0.042,0.201,-0.034,-1.03,0.954,-0.226,-0.697,-1.162,2.44,-0.513,-0.653,-0.063,-0.639,0.798,-0.341,-0.452,-0.002,-0.249,-1.462,-0.943,-0.089,1.515,-1.539,train
-0.266,-0.55,0.027,0.256,-0.229,-1.166,-0.035,-0.35,-0.52,0.042,-1.915,-1.129,-0.412,1.385,-0.265,-0.98,-1.162,1.324,-0.099,-0.172,-0.063,0.347,0.799,0.225,-0.454,-0.093,-0.195,-0.539,-0.181,-1.686,-0.1,-0.39,train
0.4,0.335,0.389,0.315,0.075,-0.695,0.03,-0.453,0.424,0.042,-0.213,0.073,0.009,0.97,-0.417,-0.461,-1.162,0.062,-0.891,0.123,-0.063,-0.639,1.508,0.166,-0.452,-0.303,0.185,0.308,-0.943,-0.826,0.132,0.244,train
-0.137,-0.577,0.009,0.22,0.454,-0.809,0.085,-0.427,-0.558,0.042,0.404,-0.214,0.282,0.898,-0.27,-0.535,-1.162,0.834,-0.426,-0.027,-0.063,-0.641,1.508,0.057,-0.452,-0.303,-0.23,-0.351,-0.943,0.448,0.769,-0.072,train
0.377,0.227,0.522,0.289,0.414,-1.605,0.114,-0.401,-0.118,0.042,-0.31,-1.89,0.636,1.506,-0.27,-0.474,-0.963,1.349,-0.359,0.007,-0.259,-0.108,1.508,0.374,-0.449,0.068,-0.38,0.22,-0.289,-0.452,-0.964,0.486,train
0.445,0.152,0.79,0.313,-0.004,-1.141,0.276,-0.33,0.421,0.042,0.155,-0.778,0.301,0.967,0.081,0.003,-0.897,0.35,-0.818,0.492,-0.259,-0.643,1.509,0.353,-0.451,-0.049,-0.191,0.079,-0.943,0.153,-0.832,0.311,train
0.556,0.675,0.631,0.47,0.086,-0.861,0.351,-0.33,0.52,0.042,-0.075,-0.48,0.398,1.1,0.017,0.003,-0.897,0.345,-0.853,0.719,-0.063,-0.633,1.509,0.353,-0.449,-0.119,0.079,0.645,-0.943,0.033,0.01,0.628,train
0.777,0.706,0.586,0.586,0.486,-1.132,0.38,-0.23,0.765,0.042,0.269,-0.938,0.504,1.037,-0.029,0.157,-0.897,0.345,-0.517,0.787,0.101,-0.635,0.091,0.379,-0.45,0.232,-0.352,0.839,-0.943,-0.053,0.109,0.944,train
0.807,0.896,0.863,0.718,0.507,-1.218,0.45,-0.203,0.855,0.042,0.296,-0.86,0.723,1.058,0.301,0.187,-0.897,0.344,-0.521,0.834,0.133,-0.634,-1.318,0.454,2.151,0.461,-0.432,0.855,-0.943,0.139,-0.402,1.104,train
-0.895,-1.415,-0.04,0.713,-0.161,-0.819,0.453,-0.175,-1.453,0.042,0.947,-0.204,-0.53,0.769,0.301,0.374,0.165,0.336,-0.274,-0.019,0.133,-0.646,-1.318,-0.242,2.996,0.532,-0.474,-0.936,-0.943,1.761,1.455,-0.881,train
-0.247,-0.576,0.022,0.665,0.339,-1.553,0.342,-0.16,-0.611,0.042,-1.184,-1.515,0.203,0.427,0.478,-0.397,-0.897,2.008,0.395,-0.021,0.133,-0.188,-1.318,0.15,0.586,0.729,0.293,-0.839,-0.646,-1.122,0.554,-0.056,train
0.3,-0.122,0.129,0.63,0.667,-1.646,0.29,-0.16,0.05,0.042,-1.402,-1.947,0.201,0.834,0.43,-0.55,-0.919,0.073,0.376,-0.245,-0.063,-0.198,-1.319,0.401,0.583,0.653,-0.205,-0.638,-0.646,-1.097,-0.247,0.817,train
0.659,0.478,0.163,0.566,0.438,-1.222,0.275,-0.168,0.274,0.042,0.287,-1.142,0.712,1.237,0.396,-0.214,-1.162,0.068,0.168,-0.223,-0.063,-0.2,-1.317,0.253,0.584,0.546,0.167,0.456,-0.349,0.253,0.402,0.875,train
0.757,1.037,1.097,0.507,0.467,-1.727,0.287,-0.178,0.588,0.042,0.695,-1.937,1.012,0.918,0.493,-0.089,-0.897,0.073,0.232,-0.305,-0.063,-0.188,-1.318,0.359,0.583,0.518,0.541,0.711,-0.349,0.644,-0.57,1.137,train
0.405,0.394,0.511,0.411,0.473,-1.825,0.301,-0.188,-0.128,0.042,0.255,-2.464,0.864,1.288,0.493,0.018,-0.366,0.082,0.217,-0.617,-0.063,-0.188,-1.317,0.26,0.585,0.518,-0.344,0.26,-0.349,0.888,-0.241,0.668,train
0.293,0.08,0.375,0.396,0.084,-1.419,0.315,-0.201,-0.105,0.042,-0.18,-1.379,0.586,0.361,0.397,0.034,-0.587,0.08,0.201,-0.762,-0.063,-0.18,-1.318,0.2,0.58,0.308,-0.371,0.123,-0.349,0.294,0.375,0.222,train
0.299,0.38,0.147,0.281,0.191,-1.039,0.212,-0.201,-0.179,0.042,-0.25,-0.79,0.66,0.901,0.233,-0.031,-0.897,0.064,0.122,-0.73,-0.259,-0.172,-1.317,0.27,0.584,0.164,0.253,0.191,-0.349,0.266,0.516,0.051,train
0.644,0.736,0.087,0.191,0.561,-0.757,0.165,-0.243,0.393,0.042,0.035,-0.229,0.683,0.475,0.152,-0.083,-0.897,0.064,0.208,-0.704,-0.561,-0.201,-1.317,0.237,0.583,0.359,1.057,0.636,-0.349,-0.287,0.677,0.544,train
0.812,0.725,0.934,0.283,0.526,-1.884,0.129,-0.273,0.603,0.042,-0.195,-2.532,0.803,1.221,0.412,-0.159,-0.897,0.077,0.463,-0.577,-0.621,0.349,-1.317,0.471,2.148,0.359,0.366,0.669,0.473,-0.368,-0.741,0.907,train
0.909,0.646,0.874,0.241,0.294,-2.011,0.256,-0.304,0.54,0.042,0.438,-2.606,1.14,1.436,0.385,0.324,-0.897,0.076,0.337,-0.452,-0.063,0.349,-1.317,0.419,1.187,0.502,0.412,0.529,0.364,0.166,-0.585,1.168,train
0.8,0.591,0.909,0.178,0.128,-1.838,0.358,-0.25,0.565,0.042,0.501,-2.22,0.628,1.112,0.371,0.47,-0.897,1.289,0.059,-0.39,-0.063,0.356,0.798,0.395,0.429,0.073,0.278,0.506,0.364,0.376,-0.227,0.906,train
0.636,0.309,0.969,0.128,-0.073,-0.773,0.46,-0.25,0.551,0.042,-0.129,0.101,0.322,-0.393,-0.091,0.558,-0.897,-3.5,0.363,-0.446,0.133,1.099,0.798,0.351,0.427,-0.146,-0.34,0.284,0.364,-0.235,-0.566,1.005,train
-1.168,-1.423,-0.58,-0.395,-0.853,-0.605,0.263,-0.181,-1.069,0.042,1.796,0.159,-0.741,0.666,-0.171,0.054,-0.366,-0.964,0.003,-1.533,0.133,1.336,0.799,-0.274,0.424,-0.291,-1.358,-1.024,1.562,1.473,2.1,-1.313,train
-0.276,-0.427,-0.133,-0.817,-0.142,-1.181,0.046,-0.254,-0.56,0.042,-1.291,-1.192,-0.288,1.32,-0.171,-0.515,-0.897,-0.955,0.202,-0.838,0.133,-0.283,0.798,0.258,0.427,0.269,-0.349,-0.605,1.017,-0.695,0.247,-0.884,train
-1.299,-1.688,-0.876,-1.002,-0.77,-0.403,-0.113,-0.328,-0.404,0.042,0.029,0.737,-0.522,-1.155,0.309,-0.592,-0.897,-1.7,0.487,-0.974,-0.063,-5.526,0.795,-0.413,0.422,0.269,-0.405,-0.762,-3.556,-0.728,2.264,-2.447,train
-1.495,-1.505,-0.924,-1.014,-1.29,-0.46,-0.468,-0.543,-1.005,0.042,-1.867,0.616,-0.939,-0.487,0.897,-1.293,-1.162,-0.487,-0.276,-1.292,-0.063,-1.411,-0.299,-0.513,0.433,0.679,-0.348,-1.608,-3.556,-2.355,2.199,-1.992,train
-0.676,-0.699,-0.576,-1.017,-0.077,-1.713,-0.649,-0.661,-0.898,0.042,-2.514,-2.079,0.049,0.812,0.897,-1.594,-1.428,0.534,0.239,-0.673,-0.063,0.329,-1.318,0.238,0.43,1.205,-0.287,-1.474,0.364,-2.527,0.387,-0.079,train
0.529,0.427,0.628,-1.006,0.391,-1.995,-0.41,-0.773,0.137,0.042,-0.221,-2.675,0.826,0.876,1.167,-0.992,-1.428,0.528,0.067,-0.229,-0.063,0.355,-1.318,0.301,0.428,0.995,-0.158,0.114,0.364,-1.363,-0.966,0.948,train
0.507,0.176,0.171,-0.939,-0.136,-0.822,-0.198,-0.762,0.06,0.042,1.448,-0.353,0.359,0.839,1.014,-0.239,-0.897,0.538,-0.071,0.041,-0.063,0.35,-1.318,0.09,0.42,0.185,-0.403,0.09,0.364,0.868,0.358,0.515,train
0.203,0.316,0.571,-0.918,-0.264,-1.655,-0.089,-0.615,0.031,0.042,0.395,-1.822,0.242,0.369,0.168,-0.326,-0.366,0.532,0.05,0.305,-0.259,0.355,-1.318,0.23,0.43,-0.149,-0.22,-0.21,0.364,0.501,-0.321,0.125,train
0.469,0.338,0.508,-0.71,0.209,-1.154,-0.04,-0.615,0.198,0.042,-0.525,-0.955,0.201,1.099,-0.115,-0.157,-0.897,0.529,-0.179,0.709,-0.096,0.341,0.794,0.323,0.428,-0.267,-0.412,0.386,0.364,-0.16,-0.212,-0.064,train
1.03,0.756,0.975,-0.28,0.248,-1.555,0.051,-0.518,0.884,0.042,-0.196,-1.827,0.13,1.423,-0.209,-0.102,-0.897,0.532,-0.23,0.723,-0.063,0.351,0.8,0.507,0.426,-0.267,-0.147,0.616,0.364,-0.655,-1.022,1.115,train
0.816,0.302,1.581,0.161,-0.161,-1.728,0.251,-0.476,0.667,0.042,0.326,-2.086,0.183,0.892,-0.188,0.53,-1.162,0.528,-0.239,0.729,0.133,0.348,0.798,0.351,2.147,-0.204,0.351,0.393,0.364,0.346,-1.928,1.086,train
0.461,0.043,1.356,0.031,-0.615,-1.851,0.461,-0.39,0.338,0.042,0.797,-2.348,-0.131,1.96,-0.21,0.53,-0.897,-0.382,-0.479,0.616,0.133,-0.603,1.5,0.294,2.148,-0.669,0.367,-0.025,0.092,0.667,-2.106,1.012,train
0.65,0.154,1.249,0.075,-0.618,-1.093,0.61,-0.199,0.437,0.042,0.517,-0.668,-0.729,1.356,-0.449,0.682,-0.366,-0.387,-0.164,0.02,0.133,-0.647,1.5,0.522,2.149,-1.119,-0.425,-0.226,-0.289,0.625,-1.542,1.154,train
-0.151,-0.305,0.179,-0.055,-0.128,-0.629,0.559,-0.199,0.362,0.042,1.507,0.207,-0.22,-0.685,-0.835,0.712,-0.145,0.53,0.258,-1.026,-0.03,-0.639,1.506,0.108,1.411,-1.119,0.473,0.075,-0.943,1.131,0.978,0.11,train
0.616,0.271,0.673,-0.138,0.398,-1.164,0.327,-0.116,0.684,0.042,-1.021,-0.908,0.211,0.449,-0.651,0.044,-0.897,0.071,0.447,-1.026,-0.063,-0.637,0.091,0.512,-0.452,-0.742,0.53,0.171,-0.943,-0.695,-0.854,0.518,train
1.009,0.926,1.065,-0.222,0.624,-1.431,0.289,-0.192,0.954,0.042,-0.655,-1.579,0.487,1.238,0.069,0.044,-0.897,0.073,0.239,-0.717,0.133,-0.658,0.091,0.515,-0.452,-0.406,-0.146,0.801,-0.943,-0.572,-0.977,0.966,train
0.897,0.664,1.193,-0.146,0.213,-1.242,0.354,-0.192,0.838,0.042,0.003,-0.849,0.289,0.313,0.166,0.436,-0.897,0.061,0.231,-0.69,0.133,-0.668,0.092,0.55,-0.453,-0.166,0.045,0.59,-0.943,-0.247,-1.081,1.009,train
1.215,1.112,0.792,-0.085,1.221,-0.896,0.344,-0.136,1.225,0.042,0.485,-0.308,0.148,0.204,0.197,0.648,-0.897,0.065,0.137,-0.252,0.133,-0.72,-0.768,0.682,-0.457,-0.141,0.305,1.196,-0.943,0.535,-0.305,0.904,train
0.636,0.95,0.676,0.023,0.888,-0.998,0.298,-0.136,0.756,0.042,0.197,-0.457,0.226,0.258,0.333,0.559,-0.366,0.069,0.091,-0.031,0.133,-0.668,-1.316,0.48,-0.454,0.264,0.363,1.199,-0.943,0.752,0.162,0.493,train
0.894,1.009,0.71,0.07,0.847,-1.288,0.25,-0.118,1.069,0.042,-0.095,-1.078,0.448,0.238,0.551,0.408,-0.366,0.076,0.016,-0.01,0.133,-0.307,-1.317,0.545,-0.455,0.451,-0.23,1.152,-0.943,0.047,-0.113,0.965,train
1.027,0.885,0.784,0.047,0.911,-0.672,0.275,-0.131,0.962,0.042,0.119,0.338,0.486,-0.313,0.708,0.483,-0.897,0.068,-0.158,-0.189,-0.063,-0.669,-1.317,0.497,-0.453,0.451,-0.089,1.209,-0.695,-0.153,-0.027,1.429,train
0.467,0.651,0.121,-0.196,1.075,-0.909,0.1,-0.131,0.239,0.042,1.197,-0.248,0.793,0.259,0.616,0.436,-0.366,0.072,0.33,-0.717,-0.063,-0.703,-1.319,0.391,-0.452,0.388,0.257,0.74,-1.24,0.993,0.738,0.577,train
0.391,0.414,0.453,-0.242,0.512,-1.917,-0.016,-0.223,0.128,0.042,-0.237,-2.595,0.744,1.071,0.616,0.026,-0.764,-2.382,0.355,-0.567,0.133,0.328,-1.318,0.423,-0.452,0.591,-0.229,0.524,-0.834,0.254,-0.199,0.163,train
0.946,0.763,0.697,0.015,0.618,-1.884,0.05,-0.223,0.876,0.042,-0.388,-2.367,1.214,1.105,0.771,0.022,-0.897,-0.389,0.517,-0.218,-0.03,0.321,-1.316,0.472,0.764,0.693,-0.464,0.84,-0.289,-0.397,-0.429,0.575,train
0.889,0.992,0.722,0.188,0.681,-1.506,0.147,-0.28,0.827,0.042,-0.031,-1.65,1.421,1.246,0.77,0.338,-0.897,-0.379,0.258,0.314,-0.063,0.705,-1.313,0.389,2.991,0.714,-0.287,1.015,0.661,-0.128,-0.009,0.67,train
0.529,0.402,0.334,0.562,0.782,-1.859,0.182,-0.247,0.289,0.042,0.351,-2.208,1.33,0.304,0.769,0.258,-0.853,-0.377,0.607,0.362,0.133,0.712,-1.314,0.309,0.428,0.747,0.431,0.623,0.661,0.133,0.624,0.699,train
0.403,0.274,0.499,0.566,0.441,-1.653,0.137,-0.247,0.027,0.042,0.417,-1.666,1.207,0.894,1.091,-0.032,-0.366,0.057,0.718,0.128,0.133,0.708,-1.315,0.169,0.414,1.144,0.071,0.211,0.839,0.519,-0.044,0.706,train
0.528,0.234,0.387,0.588,0.308,-2.031,0.086,-0.309,0.147,0.042,-0.231,-2.825,1.008,1.098,1.091,-0.094,-0.897,-0.016,0.631,0.04,0.133,0.655,-1.312,0.337,-0.02,1.144,-0.154,0.078,0.839,-0.265,-0.335,0.664,train
0.611,0.549,0.796,0.562,0.27,-1.394,0.135,-0.309,0.367,0.042,0.156,-1.249,1.005,0.96,0.805,0.063,-0.897,-0.015,0.498,-0.09,0.133,0.707,-1.313,0.232,-0.458,0.61,-0.17,0.471,0.839,-0.006,-0.545,1.032,train
0.467,0.329,0.573,0.554,0.066,-1.469,0.154,-0.359,0.145,0.042,0.081,-1.262,0.745,-0.046,0.495,0.031,-0.897,-0.019,0.92,-0.404,0.133,0.71,-0.647,0.312,-0.452,0.277,-0.137,0.195,0.839,0.406,-0.688,0.908,train
0.654,0.225,0.706,0.489,-0.274,-1.409,0.145,-0.366,0.51,0.042,-0.278,-1.39,0.466,1.036,0.274,-0.025,-0.897,-0.018,0.413,-0.681,-0.259,0.721,-0.614,0.508,-0.452,-0.122,-0.107,0.331,0.839,-0.044,-0.724,0.797,train
0.543,0.575,0.366,0.285,0.295,-1.756,0.217,-0.366,0.43,0.042,0.219,-1.949,0.594,0.397,-0.01,0.188,-0.897,-0.025,0.487,-0.744,-0.259,0.718,-1.314,0.244,-0.453,0.092,0.676,0.595,0.839,0.112,0.177,0.687,train
0.396,0.359,0.41,0.356,0.234,-1.864,0.231,-0.328,0.253,0.042,0.291,-2.195,0.664,0.727,0.02,0.018,-0.897,-0.026,-0.223,-0.982,-0.259,0.723,-1.313,0.254,-0.456,0.177,0.045,0.443,0.839,-0.076,-0.051,0.725,train
0.213,0.338,0.559,0.289,-0.082,-1.18,0.28,-0.328,0.134,0.042,0.114,-0.615,0.514,0.442,0.061,0.051,-0.897,-0.016,0.123,-1.044,-0.096,0.725,-0.186,0.208,0.277,-0.089,-0.305,0.224,0.839,-0.197,0.078,0.411,train
-0.249,-0.075,0.302,-0.044,0.334,-1.64,0.225,-0.295,-0.401,0.042,-0.61,-1.825,0.195,0.844,-0.226,-0.208,-0.897,-0.015,0.044,-1.006,-0.063,0.723,-0.186,0.26,0.432,-0.089,-0.403,-0.241,0.839,0.231,-0.223,-0.114,train
-0.151,-0.078,0.266,-0.149,-0.162,-1.033,0.233,-0.306,-0.391,0.042,-0.764,-0.61,0.054,0.916,-0.226,-0.151,-0.897,-0.027,-0.34,-0.996,-0.063,0.719,-0.188,0.195,0.436,-0.299,0.104,-0.067,0.839,-0.592,0.275,0.099,train
0.248,0.344,0.296,-0.123,0.111,-1.625,0.206,-0.306,0.156,0.042,-0.318,-1.924,0.266,0.884,-0.419,-0.217,-0.897,-0.029,0.169,-0.696,-0.063,0.724,-0.187,0.209,0.427,-0.244,0.138,0.401,0.839,-0.663,0.224,0.484,train
0.377,0.397,0.627,-0.142,-0.002,-1.683,0.221,-0.337,0.201,0.042,-0.15,-1.899,0.41,0.802,-0.38,-0.046,-0.897,-0.021,-0.202,-0.707,-0.063,0.724,-0.187,0.363,0.431,-0.189,0.305,0.436,0.839,-0.189,-0.679,0.856,train
0.012,0.089,0.065,-0.196,-0.12,-1.026,0.218,-0.337,-0.269,0.042,0.557,-0.74,0.314,0.793,-0.325,0.056,-0.897,-0.015,-0.128,-0.978,0.251,0.72,-0.188,0.092,0.428,-0.191,0.413,0.211,0.839,0.555,0.691,0.329,train
0.212,0.294,0.808,-0.297,-0.323,-1.748,0.265,-0.326,0.136,0.042,-0.188,-2.178,0.031,1.18,-0.326,-0.174,-0.897,-0.019,-0.057,-1.032,0.314,0.711,-0.187,0.325,0.427,-0.184,-0.069,0.222,0.839,-0.161,-0.88,0.524,train
0.439,0.304,0.777,-0.175,-0.386,-1.341,0.381,-0.267,0.441,0.042,-0.4,-1.091,-0.006,0.731,-0.326,0.081,-0.897,-0.034,0.096,-1.134,-0.063,0.711,0.235,0.357,0.423,-0.663,0.037,0.494,0.839,-0.369,-0.421,0.602,train
0.295,0.286,0.933,-0.086,-0.443,-1.879,0.45,-0.267,0.284,0.042,-0.107,-2.49,-0.104,1.167,-0.684,0.231,-0.897,-0.008,0.164,-1.154,-0.063,0.718,0.235,0.36,0.427,-0.718,-0.282,0.484,0.839,-0.012,-0.918,0.619,train
0.046,0.066,0.683,-0.004,-0.437,-1.207,0.501,-0.177,0.058,0.042,0.14,-1.046,-0.328,0.805,-0.737,0.292,-0.897,-0.024,-0.262,-1.308,0.133,0.725,0.235,0.355,0.43,-0.792,0.285,0.191,0.839,0.339,-0.223,0.178,train
0.416,0.241,0.383,0.177,-0.025,-1.418,0.449,-0.177,0.377,0.042,0.106,-1.625,0.024,0.952,-0.811,0.29,-0.897,-0.019,0.009,-0.99,-0.03,0.727,0.235,0.34,0.426,-0.591,-0.078,0.476,0.839,0.144,0.038,0.107,train
0.544,0.415,0.855,0.338,-0.033,-1.693,0.481,-0.168,0.378,0.042,0.009,-2.163,0.108,1.249,-0.521,0.374,-0.897,-0.009,0.013,-0.707,-0.063,0.717,0.131,0.313,0.428,-0.366,-0.327,0.333,0.839,-0.136,-0.656,0.469,train
0.089,-0.123,0.396,0.447,0.103,-0.876,0.506,-0.125,-0.135,0.042,0.106,-0.149,0.126,0.258,-0.368,0.385,-0.897,-0.028,-0.145,-0.738,0.133,0.71,0.092,0.26,0.424,-0.29,0.018,0.034,0.839,0.402,0.475,0.005,train
0.755,0.878,0.715,0.551,0.574,-1.737,0.491,-0.125,0.958,0.042,-0.249,-2.285,0.516,0.987,-0.354,0.238,-0.897,-0.022,-0.026,-0.738,0.133,0.714,-0.327,0.572,2.986,-0.29,-0.086,0.975,0.839,-0.278,-0.872,0.842,train
0.849,0.699,0.814,0.641,0.513,-1.863,0.556,-0.089,0.754,0.042,0.334,-2.304,1.014,0.659,0.221,0.477,-0.897,-0.034,0.039,-0.115,0.133,0.709,-0.614,0.439,2.991,0.325,-0.013,0.85,0.839,0.325,-0.408,0.793,train
0.461,0.527,0.707,0.809,0.445,-1.784,0.536,-0.089,0.368,0.042,0.457,-2.043,1.008,0.449,0.394,0.351,-0.366,-0.012,0.155,-0.15,-0.03,0.704,-1.313,0.388,2.992,0.467,0.362,0.592,0.839,0.797,-0.252,0.537,train
0.451,0.654,0.779,0.809,0.312,-1.108,0.514,-0.07,0.308,0.042,0.007,-0.619,0.713,0.253,0.517,0.267,-0.366,-0.018,0.837,-0.088,-0.063,0.704,-1.313,0.368,-2.434,0.514,-0.046,0.704,0.839,0.162,-0.487,0.657,train
-0.225,0.022,0.287,0.588,-0.15,-0.613,0.409,-0.105,-0.008,0.042,0.223,0.136,0.132,0.861,0.136,0.167,-0.366,-0.02,0.63,-0.471,0.133,0.713,-0.186,0.097,-2.434,-0.003,0.205,0.238,0.839,0.063,0.701,0.035,train
-0.082,0.362,0.565,0.662,0.104,-1.497,0.334,-0.105,0.099,0.042,-0.699,-1.726,0.091,1.051,0.136,-0.043,-0.853,-0.033,0.643,-0.571,0.133,0.699,0.018,0.326,-2.434,-0.003,0.116,0.521,0.839,-0.744,-0.236,0.519,train
0.288,0.252,1.005,0.682,-0.027,-1.763,0.357,-0.182,0.272,0.042,-0.043,-2.023,0.325,1.424,-0.319,0.074,-0.897,-0.004,0.798,-0.476,0.133,0.695,0.096,0.281,1.193,-0.316,-0.261,0.378,0.839,-0.271,-1.146,0.671,train
0.316,0.289,0.68,0.733,-0.192,-1.701,0.443,-0.182,0.19,0.042,0.268,-2.018,0.241,1.456,-0.374,0.239,-0.897,-0.021,0.587,-0.357,-0.03,0.726,0.093,0.285,1.287,-0.385,-0.03,0.395,0.839,0.298,-0.161,0.475,train
0.625,0.375,0.875,0.923,-0.038,-1.714,0.501,-0.195,0.651,0.042,-0.025,-2.032,0.379,1.394,-0.392,0.245,-0.897,-0.009,0.963,-0.208,-0.063,0.719,0.098,0.376,1.287,-0.236,-0.156,0.481,0.839,0.111,-0.538,0.612,train
